14:55:18 | INFO    | etl          | Logging to: C:\Users\dunca\OneDrive\Documents\UON\SCS6104\Capstone\logs\etl_20260511_145518.log
15:06:49 | INFO    | etl.tracker  | ✓ Stage 'enrich' completed in 45.7s (rows: 2,830,743 → 19,035)
15:06:49 | INFO    | etl.tracker  | ▶ Starting stage: load
15:06:49 | INFO    | etl.load     | Resolving 19,129 distinct IPs against dim_asset
15:06:49 | INFO    | etl.load     |   Found 0 existing dim_asset rows
15:06:49 | INFO    | etl.load     |   Need to INSERT 19,129 new dim_asset rows
15:06:57 | INFO    | etl.load     |   Inserted 19,129 new dim_asset rows
15:06:57 | INFO    | etl.load     | Resolving 64,650 distinct ports against dim_port
15:06:57 | INFO    | etl.load     |   Found 40 existing dim_port rows
15:06:57 | INFO    | etl.load     |   Need to INSERT 64,615 new dim_port rows
15:07:05 | INFO    | etl.load     |   Inserted 64,615 new dim_port rows
15:07:05 | INFO    | etl.load     | FK maps ready: assets=19,129, ports=64,655, attacks=16, protocols=12
15:07:05 | INFO    | etl.load     | Applying surrogate key mappings
15:07:07 | INFO    | etl.load     | FK resolution rates: {'src_asset_sk': np.float64(100.0), 'dest_asset_sk': np.float64(100.0), 'src_port_sk': np.float64(100.0), 'dest_port_sk': np.float64(100.0), 'attack_sk': np.float64(100.0), 'protocol_sk': np.float64(100.0)}
15:07:13 | INFO    | etl.load     | Coercing integer columns to nullable Int64
15:07:39 | DEBUG   | etl.load     |   Coerced 61 columns to Int64
15:07:39 | INFO    | etl.load     | Writing 2,830,743 rows to temp CSV: C:\temp\soc_sentinel\fact_security_event.csv
15:10:42 | INFO    | etl.load     |   CSV written in 182.7s (1245.6 MB)
15:10:42 | INFO    | etl.load     | TRUNCATE warehouse.fact_security_event
15:10:42 | INFO    | etl.load     | COPY 1245.6 MB into fact_security_event...
15:16:40 | INFO    | etl.load     |   COPY complete: 2,830,743 rows in 357.9s (7,908 rows/sec)
15:16:41 | INFO    | etl.tracker  | ✓ Stage 'load' completed in 591.9s (rows: 2,830,743 → 2,830,743)
15:16:41 | INFO    | etl.tracker  | ╚══ Pipeline run 16 SUCCESS in 685.8s ══╝
